t	v/n	F/T	m/J	Fq	Fax
0.12802600000000	-4.96368990497868	-102.16534501301260	0.00000000000000	162.11300935528180	-225.74077689406641
0.13202700000000	-5.12504221571100	-100.56260666747430	0.00000000000000	161.90053287574611	-222.31704215601260
0.13602800000000	-5.26029396133774	-98.12357196669505	0.00000000000000	160.41090417889919	-217.18340358298079
0.14002900000000	-5.36030419108233	-91.85864573364677	0.00000000000000	152.73727024969369	-204.31500845292339
0.14403000000000	-5.41532759491446	-83.44778971805596	0.00000000000000	141.48121132012830	-187.10385870174181
0.14803000000000	-5.42215381126410	-74.74393025618703	0.00000000000000	129.59432313770751	-169.29070244309699
0.15203100000000	-5.38169475162780	-66.26246425696652	0.00000000000000	117.89629259386381	-151.91919874399571
0.15603200000000	-5.29608346371562	-58.07442833830824	0.00000000000000	106.49435179910650	-135.13723064002809
0.16003300000000	-5.16812710202841	-50.22293259951309	0.00000000000000	95.44843874302650	-119.03700190934130
0.16403400000000	-5.00121187299190	-42.70334138377768	0.00000000000000	84.74998453482149	-103.61416869155320
0.16803500000000	-4.79923609103028	-35.55767808637108	0.00000000000000	74.46615780004861	-88.95860247932814
0.17203500000000	-4.56656082112037	-28.77872598915419	0.00000000000000	64.59328547750714	-75.06023644221446
0.17603600000000	-4.30784328937299	-22.38302328280109	0.00000000000000	55.16599932426430	-61.95667570807186
0.18003700000000	-4.02803476796570	-16.42884178278161	0.00000000000000	46.29449467810166	-49.76852283853661
0.18403800000000	-3.73223065579547	-10.85534723494819	0.00000000000000	37.89989382532561	-38.37570045758315
0.18803900000000	-3.42564588217552	-6.02756145270265	0.00000000000000	30.59295763697232	-28.51335047094578
0.19204000000000	-3.11318648628280	-1.37695401913425	0.00000000000000	23.47725176353203	-19.03885810952745
0.19604000000000	-2.79902368326688	3.01493324485748	0.00000000000000	16.70664673399286	-10.11708838831423
0.20004100000000	-2.48726818284437	7.11261901140132	0.00000000000000	10.37536420092280	-1.81815904146651
0.20404200000000	-2.18177711937494	10.85334529246637	0.00000000000000	4.59740368071448	5.73274927233330
0.20804300000000	-1.88602137530516	14.31219656585606	0.00000000000000	0.71681229648705	12.68864367379035
0.21204400000000	-1.60304455230842	17.46814548459165	0.00000000000000	5.52307848923443	19.00928142421666
0.21604400000000	-1.33542781599056	20.35938591533869	0.00000000000000	9.86417864069529	24.77397606060561
0.22004500000000	-1.08531917966290	23.03935550049066	0.00000000000000	13.80285486240820	30.09295085392286
0.22404600000000	-0.85447840388645	25.49141779049983	0.00000000000000	17.32199051394183	34.93475477892161
0.22804700000000	-0.64428947622956	27.76173227260102	0.00000000000000	20.47635004090520	39.39536610648359
0.23204800000000	-0.45576850246910	29.81953090569877	0.00000000000000	23.24519723151520	43.41464659430532
0.23604900000000	-0.29021111282812	31.21413174558212	0.00000000000000	25.10433322940489	46.09005703976240
0.24004900000000	-0.14085546730381	31.27473939346058	0.00000000000000	25.02657815564594	46.10320309024370
0.24405000000000	-0.02356507369370	31.90754421783095	0.00000000000000	25.21160357951939	47.29498897756538
0.24805100000000	0.07684857098630	30.54682842785074	0.00000000000000	23.31474516287445	44.47107300252707
0.25205200000000	0.16060489427225	28.28005851245668	0.00000000000000	20.61466289674599	39.82181323236600
0.25605300000000	0.22623949255918	26.47113826560309	0.00000000000000	18.45918831750651	36.09899858460905
0.26005400000000	0.27597727747236	25.02562437872114	0.00000000000000	16.72351672756778	33.11241679458453
0.26405400000000	0.31155644978415	23.80226258917158	0.00000000000000	15.25412842536281	30.57746510921556
0.26805500000000	0.33439085412311	22.71423204785139	0.00000000000000	13.96061028474957	28.31927639660158
0.27205600000000	0.34575068848047	21.72655269769163	0.00000000000000	12.79976847668755	26.26802465234557
0.27605700000000	0.34657317015572	21.11279357649419	0.00000000000000	12.07497671463621	24.96733445298883
0.28005800000000	0.33582899795786	21.99514880335762	0.00000000000000	12.99544410092614	26.64743687963754
0.28405800000000	0.31169470940621	23.72957402956167	0.00000000000000	14.80519043014525	30.02614867659237
0.28805900000000	0.27362525144882	25.69547133228599	0.00000000000000	16.81801272098355	33.87061427297684
0.29206000000000	0.22263315080290	26.74063555825978	0.00000000000000	17.89575415032123	35.88633563084170
0.29606100000000	0.16169772288780	26.26096677999676	0.00000000000000	17.44855875972049	34.87580511197032
0.30006200000000	0.08837773829549	24.08698761204059	0.00000000000000	15.55226297978195	30.48280570050465
0.30406300000000	0.01469462180155	21.15900998484029	0.00000000000000	13.28080745184083	24.56711040084254
0.30806300000000	-0.06501258675336	23.54021065372283	0.00000000000000	15.66541671339205	29.29781887857003
0.31206400000000	-0.15060201740112	25.69736697399168	0.00000000000000	17.71427002967023	33.60886891569291
0.31606500000000	-0.23780610184661	23.90292558148224	0.00000000000000	16.28048030182096	30.02444196074256
0.32006600000000	-0.32583194319306	22.32054440045531	0.00000000000000	15.09559377619345	26.87191452419969
0.32406700000000	-0.41367753150333	21.42603590628397	0.00000000000000	14.56494127839781	25.10523458732650
0.32806800000000	-0.49900146272016	19.90323951926629	0.00000000000000	13.34504030090576	22.10446424404483
0.33206800000000	-0.57788181081997	17.27370385685076	0.00000000000000	10.89201134824540	16.91631478973560
0.33606900000000	-0.64746784898962	14.30387434942729	0.00000000000000	7.99116586528314	11.05982034052421
0.34007000000000	-0.70683631786426	11.58758500136517	0.00000000000000	5.24335499525715	5.71542325725257
0.34407100000000	-0.75647970121600	10.70334271727256	0.00000000000000	4.32561555284189	4.03155336997445
0.34807200000000	-0.79705949587737	11.13504439112837	0.00000000000000	4.77052957102646	4.98117394532082
0.35207200000000	-0.82820501433871	11.98662145899304	0.00000000000000	5.67568112134741	6.77655358716832
0.35607300000000	-0.84900886231862	12.94553264658803	0.00000000000000	6.72054692543268	8.79360530947655
0.36007400000000	-0.85833142708342	14.02785699429473	0.00000000000000	7.92225897266831	11.06521975135484
0.36407500000000	-0.85488670607828	15.22610284770164	0.00000000000000	9.28063387734876	13.57642373759137
0.36807600000000	-0.83729595791594	16.55124840421350	0.00000000000000	10.82107289413831	16.34884089774181
0.37207700000000	-0.80410142370175	18.00117536798530	0.00000000000000	12.55366246635818	19.37800654346188
0.37607700000000	-0.75364387249628	19.58863262737444	0.00000000000000	14.50010029922099	22.68980724963693
0.38007800000000	-0.68413651747344	21.28063345852886	0.00000000000000	16.63809092343881	26.21741851920730
0.38407900000000	-0.59363067971033	23.07355627008502	0.00000000000000	18.97296859114308	29.95332475759304
0.38808000000000	-0.48019895787719	24.80804715302808	0.00000000000000	21.32410971264156	33.57555198190381
0.39208100000000	-0.34427993713605	25.72923715995361	0.00000000000000	22.75958114666755	35.55864756044299
0.39608200000000	-0.15561739976228	28.43379004260481	0.00000000000000	26.43724425819969	41.14965798411391
0.40008200000000	0.02301865743516	37.47982196034486	0.00000000000000	38.57625966953994	59.55314333713963
0.40408300000000	0.26275448720151	39.44882493938783	0.00000000000000	41.83519552271702	63.66560435842568
0.40808400000000	0.53824070247112	41.29870850071426	0.00000000000000	44.99857155953836	67.53824997108001
0.41208500000000	0.85428647696571	44.28372358028471	0.00000000000000	49.85463613632552	73.70560723975407
0.41608600000000	1.21668406093338	47.78532610288154	0.00000000000000	55.63229462773086	80.91675396600408
0.42008600000000	1.63012379367152	51.59717083274449	0.00000000000000	62.08555250121456	88.75259200511765
0.42408700000000	2.09916357425569	55.68436722336818	0.00000000000000	69.21741715726206	97.13911622480488
0.42808800000000	2.62787565329631	59.43595369937857	0.00000000000000	75.94674708307609	104.84417215114020
0.43208900000000	3.21694702896027	60.73217035663394	0.00000000000000	78.23146092349728	107.59721339699780
0.43609000000000	3.86359915360632	60.40005930795334	0.00000000000000	77.56028698675362	107.03896760479350
0.44009100000000	4.56369006736883	59.38687170196107	0.00000000000000	75.83776458775559	105.05580866242001
0.44409100000000	5.31159495189157	57.92445733865136	0.00000000000000	73.66552314464501	102.10042998821180
0.44809200000000	6.09961812776660	55.93579246354987	0.00000000000000	71.06128055792075	98.00596732799188
0.45209300000000	6.91761323127836	53.31164529645471	0.00000000000000	67.98119951212041	92.54240389607349
0.45609400000000	7.75306829789367	50.04527768005110	0.00000000000000	64.56609756171231	85.68995517530720
0.46009500000000	8.59158325357071	45.97102504426120	0.00000000000000	60.62299992475711	77.11181777848591
0.46409600000000	9.41711072143116	41.12301663687474	0.00000000000000	56.29693631924942	66.88072361078612
0.46809600000000	10.21304034133355	35.41361836822646	0.00000000000000	51.43958406405235	54.82936842277599
0.47209700000000	10.96285324898669	28.95007652490020	0.00000000000000	46.21391190751190	41.19099699862239
0.47609800000000	11.65108781874332	21.67488316717355	0.00000000000000	40.40371498220482	25.87125009329181
0.48009900000000	12.26934727070350	16.15020895082337	0.00000000000000	38.75526741828048	14.07324710200560
0.48410000000000	12.82028845811577	13.66591571322233	0.00000000000000	43.21963699980067	8.43321824625928
0.48810000000000	13.30333200067887	10.10560763708132	0.00000000000000	45.68824871721514	0.65927466686966
0.49210100000000	13.70591059502608	2.64833409748144	0.00000000000000	41.13785158677253	-14.92825271056873
0.49610200000000	14.01681370980642	-6.65986516993031	0.00000000000000	33.47325778549890	-34.17463160765577
0.50010300000000	14.23346148447977	-16.59285535827341	0.00000000000000	24.90343191463148	-54.58435052337759
0.50410400000000	14.35796995803376	-26.78822926537603	0.00000000000000	16.06070941849378	-75.41177873928139
0.50810500000000	14.39478896111740	-37.16827541053152	0.00000000000000	7.11335524225709	-96.49176166977519
0.51210500000000	14.34972966834350	-47.63659389740456	0.00000000000000	1.70836838893225	-117.62755116212030
0.51610600000000	14.22945238039918	-57.96155262830726	0.00000000000000	9.95438698463265	-138.35659397031210
0.52010700000000	14.04074861882097	-68.03704217919450	0.00000000000000	17.40410271344761	-158.47371797004030
0.52410800000000	13.79111016342165	-79.79246352941108	0.00000000000000	26.94396623582319	-181.83861438802501
0.52810900000000	13.48700004640927	-96.59882632679673	0.00000000000000	42.38584950102285	-215.21611917466430
0.53211000000000	13.13410658861637	-106.58713010240891	0.00000000000000	47.50053064425073	-234.87156217014021
0.53611000000000	12.73874060981771	-116.09374240891709	0.00000000000000	51.50755028514548	-253.48198787498839
0.54011100000000	12.31541786626017	-121.59792941660019	0.00000000000000	51.21785973599674	-263.94704014283440
0.54411200000000	11.88164791666690	-123.79804248821711	0.00000000000000	47.73355154045997	-267.70555010699269
0.54811300000000	11.44663954126676	-124.95215410887890	0.00000000000000	43.38448812415507	-269.33019362660809
0.55211400000000	11.01366202573433	-125.81895626136810	0.00000000000000	38.88094754366003	-270.36182005230791
0.55611400000000	10.58417453600070	-126.56190651136440	0.00000000000000	34.36572187695931	-271.13731900550050
0.56011500000000	10.15900042839746	-127.21432754819411	0.00000000000000	29.86602691951870	-271.73019084240542
0.56411600000000	9.73871399620664	-127.70219231865350	0.00000000000000	25.34029875596085	-271.99697071890921
0.56811700000000	9.32356104995507	-128.12042435718729	0.00000000000000	20.86283533191941	-272.13344995947261
0.57211800000000	8.91354706009654	-128.41836478212110	0.00000000000000	16.41773499901979	-272.04148983160360
0.57611900000000	8.50853289356178	-128.64618981254071	0.00000000000000	12.04613601777709	-271.82556439040980
0.58011900000000	8.10825263558920	-128.76905160429860	0.00000000000000	7.74739755603649	-271.41822900484050
0.58412000000000	7.71228962239794	-128.86846637157731	0.00000000000000	3.57054337247275	-270.98587230588339
0.58812100000000	7.32019812827950	-128.86671376821741	0.00000000000000	0.50056900847878	-270.37392873373022
0.59212200000000	6.93152229347227	-128.87108838082199	0.00000000000000	4.41916875226390	-269.80035911296181
0.59612300000000	6.54569238835829	-128.80038792876650	0.00000000000000	8.19683384165793	-269.10266502649631
0.60012400000000	6.16223622845486	-128.72139781297011	0.00000000000000	11.80542610435730	-268.41644775827712
0.60412400000000	5.78066290127329	-128.58682679144471	0.00000000000000	15.24566353247639	-267.64750981385862
0.60812500000000	5.40041152852824	-128.51803007243419	0.00000000000000	18.48945102078122	-267.04086208396268
0.61212600000000	5.02124263226037	-128.24441156307529	0.00000000000000	21.56304824663401	-266.05226786249278
0.61612700000000	4.64266142495177	-128.14154833891260	0.00000000000000	24.41761524686700	-265.43847372045059
0.62012800000000	4.26418843118430	-127.98341886359650	0.00000000000000	27.06977195104143	-264.74455339485411
0.62412900000000	3.88559134898524	-127.76677021293250	0.00000000000000	29.51198129371831	-263.96502402928297
0.62812900000000	3.50698658201080	-128.09993558563821	0.00000000000000	31.71230881981403	-264.31173759231660
0.63213000000000	3.13150717695932	-131.08522517220709	0.00000000000000	33.67937234802284	-269.96729875085572
0.63613100000000	2.76249183640528	-135.86651407593510	0.00000000000000	35.60956097675953	-279.23272171767070
0.64013200000000	2.40580089173516	-138.09015156418090	0.00000000000000	37.34632708309438	-283.36464596985320
0.64413300000000	2.07482763474469	-134.88029061239871	0.00000000000000	38.54315771055903	-276.57543568555110
0.64813300000000	1.78020186053831	-129.66231785049700	0.00000000000000	39.35294959196110	-265.76487059561879
0.65213400000000	1.52510874129264	-124.27087577475130	0.00000000000000	39.95073824921987	-254.62492554747709
0.65613500000000	1.31042556287336	-119.03956075950080	0.00000000000000	40.41646467864381	-243.82316883534369
0.66013600000000	1.13586814206708	-112.63058789562839	0.00000000000000	40.65715996552746	-230.69153616390861
0.66413700000000	0.99515130493580	-100.08068039526999	0.00000000000000	40.07256056666135	-205.34319692083139
0.66813800000000	0.88058658725983	-83.99413767684068	0.00000000000000	38.77479188605463	-172.96271614612820
0.67213800000000	0.78911670702754	-66.98423370169107	0.00000000000000	36.99845201237176	-138.75089871897200
0.67613900000000	0.72017750332206	-49.73552615103559	0.00000000000000	34.81037243075160	-104.06948465525720
0.68014000000000	0.67349818899192	-32.47068130969176	0.00000000000000	32.23445814070662	-69.36230150530136
0.68414100000000	0.64886451733431	-15.06444508476201	0.00000000000000	29.23747464751700	-34.37673452202638
0.68814200000000	0.64525082090902	1.75387097215046	0.00000000000000	25.95943335761440	-0.58154117474369
0.69214300000000	0.65311343636389	12.15505231224335	0.00000000000000	23.70043616107680	20.29933751682957
0.69614300000000	0.66200801339652	15.93892786292107	0.00000000000000	22.70062663014428	27.91167002187531
0.70014400000000	0.66643219564187	19.86789506973119	0.00000000000000	21.57182315597570	35.78672108268297
0.70414500000000	0.66210692313683	25.29785204038282	0.00000000000000	19.95167887839651	46.64523598367194
0.70814600000000	0.64692597414554	31.26068391486974	0.00000000000000	18.03791952481941	58.56303779526009
0.71214700000000	0.62013089992115	37.25022975847176	0.00000000000000	15.96282798032473	70.52968818636168
0.71614700000000	0.58134455730906	43.29979358176148	0.00000000000000	13.73446434896140	82.61268344529938
0.72014800000000	0.53021450110014	49.23329763873823	0.00000000000000	11.42993254492185	94.45795412252683
0.72414900000000	0.46635436132444	55.22834265317983	0.00000000000000	9.02979125690243	106.42130330562830
0.72815000000000	0.39010229700408	60.27433407567821	0.00000000000000	6.89726749516525	116.49044290164150
0.73215100000000	0.30901518785291	59.26346784162998	0.00000000000000	6.77918088525155	114.50159557254010
0.73615200000000	0.23304828147234	54.26822395410939	0.00000000000000	8.11063293553760	104.57943414617830
0.74015200000000	0.16687433657589	48.31146921502761	0.00000000000000	9.90157157261756	92.74073105367074
0.74415300000000	0.11161858858644	42.23397721198480	0.00000000000000	11.83923861316532	80.65780633360455
0.74815400000000	0.06749459849335	36.17325936573163	0.00000000000000	13.84484338296648	68.60491996838320
0.75215500000000	0.03464847899675	30.19993113697875	0.00000000000000	15.86758392214401	56.72433947265453
0.75615600000000	0.01303466048305	24.23713232918009	0.00000000000000	17.91231832637619	44.86129531071033
0.76015700000000	0.00295151964427	18.97129155790443	0.00000000000000	19.72802730981712	34.38478535234326
0.76415700000000	0.00021535682977	16.60658198744986	0.00000000000000	20.54453053092972	29.67993473081259
0.76815800000000	-0.00011078170666	16.09569056866654	0.00000000000000	20.72102903726655	28.66341770788618
0.77215900000000	-0.00005218127505	16.06567589869136	0.00000000000000	20.73142103839139	28.60368532827489
0.77616000000000	-0.00001102162603	16.08755436293991	0.00000000000000	20.72387068302740	28.64721241586169
0.78016100000000	-0.00000069467726	16.09684197466686	0.00000000000000	20.72066339474480	28.66569120931835
0.78416100000000	0.00000043203004	16.09885809529191	0.00000000000000	20.71996684078839	28.66970269560994
0.78816200000000	-0.00136153152202	14.52649943639051	0.00000000000000	21.25097649134820	25.50314431545124
0.79216300000000	-0.01353127521956	6.28540622030488	0.00000000000000	24.03414432511752	8.90597181376657
0.79616400000000	-0.05091159687434	-5.15689901650098	0.00000000000000	27.89718497528001	-14.14001737464777
0.80016500000000	-0.11823797574455	-17.23063784615981	0.00000000000000	31.96476607587533	-38.46177974704813
0.80416600000000	-0.21616271990494	-29.33732526133592	0.00000000000000	36.01900110365429	-62.85657022073005
0.80816600000000	-0.34463893759653	-41.43378256437236	0.00000000000000	40.02100553916587	-87.23991742359280
0.81216700000000	-0.50356113757222	-53.51283943237701	0.00000000000000	43.93559378154623	-111.59996974093001
0.81616800000000	-0.69275625205149	-65.54599940190391	0.00000000000000	47.71237906676407	-135.88205278681971
0.82016900000000	-0.91214695495836	-77.69301093030067	0.00000000000000	51.35431555199896	-160.40959270278060
0.82417000000000	-1.16152545060062	-89.71583273040942	0.00000000000000	54.72691833472248	-184.70694105809591
0.82817100000000	-1.44064641469579	-101.82389925076610	0.00000000000000	57.83249432547565	-209.19736310036171
0.83217100000000	-1.74930274143824	-113.88627550572410	0.00000000000000	60.55820012232923	-233.62039546895460
0.83617200000000	-2.08737706262129	-125.77956503814310	0.00000000000000	62.79289067464889	-257.73023566153478
0.84017300000000	-2.44892795685070	-133.50115219163001	0.00000000000000	63.38892858309551	-273.46798826361743
0.84417400000000	-2.82041735656426	-135.44132259017979	0.00000000000000	62.06611265717142	-277.59417275764531
0.84817500000000	-3.19231115327602	-135.58559136171641	0.00000000000000	60.01678443690858	-278.13452204235028
0.85217500000000	-3.56229242327568	-135.48303924097661	0.00000000000000	57.66937876594564	-278.20893551364838
0.85617600000000	-3.93017642995026	-135.38938570705611	0.00000000000000	55.09412045336801	-278.33208043917767
0.86017700000000	-4.29614818916714	-135.43439470118821	0.00000000000000	52.31848638409379	-278.76467129762398
0.86417800000000	-4.66034470817441	-135.40747132625410	0.00000000000000	49.31331772769282	-279.08308597865619
0.86817900000000	-5.02296305758443	-135.44098916868899	0.00000000000000	46.10502325932151	-279.55272138051851
0.87218000000000	-5.38422597372571	-135.43602394902490	0.00000000000000	42.69067545016004	-279.97431587670292
0.87618000000000	-5.74438215987808	-135.48416654309341	0.00000000000000	39.08510637710359	-280.53154592745699
0.88018100000000	-6.10378438499690	-135.46583870104419	0.00000000000000	35.29211205923598	-280.98285110934921
0.88418200000000	-6.46268874306194	-135.45457125922550	0.00000000000000	31.32411388816665	-281.47545477013091
0.88818300000000	-6.82146816464114	-135.41805384992679	0.00000000000000	27.19167141941947	-281.94328114883672
0.89218400000000	-7.18048217246426	-135.37676796678500	0.00000000000000	22.90319110245671	-282.42625157715122
0.89618500000000	-7.53998047885964	-135.22562499064841	0.00000000000000	18.48530874465375	-282.71160696764161
0.90018500000000	-7.90028049313454	-135.09390803705881	0.00000000000000	13.92941499527911	-283.05721832694519
0.90418600000000	-8.26157868190758	-134.84998872759610	0.00000000000000	9.27574192895946	-283.19676226942101
0.90818700000000	-8.62399335193693	-134.55309177124909	0.00000000000000	4.52623072554027	-283.24692776966612
0.91218800000000	-8.98761319204615	-134.19151504067469	0.00000000000000	0.30612631769492	-283.18088603693587
0.91618900000000	-9.35223053897861	-133.68107519734130	0.00000000000000	5.17290398024124	-282.82663451756969
0.92018900000000	-9.71754042433503	-133.07944489585401	0.00000000000000	10.07943190500318	-282.29631772411540
0.92419000000000	-10.08306229264115	-132.35494385699261	0.00000000000000	14.99876705407729	-281.52183169360012
0.92819100000000	-10.44791775724434	-131.42222449437000	0.00000000000000	19.86896861414044	-280.32666877687939
0.93219200000000	-10.81092999188172	-130.31645959735349	0.00000000000000	24.68970185352750	-278.77589664757920
0.93619300000000	-11.17074709424153	-128.96651563475049	0.00000000000000	29.39312311519528	-276.72072062667559
0.94019400000000	-11.52402980889071	-125.97661034633030	0.00000000000000	32.95354257693311	-271.34286985300241
0.94419400000000	-11.85775010903844	-116.32643769893100	0.00000000000000	31.21793261407995	-252.52518508672560
0.94819500000000	-12.15651228403097	-103.58761822315780	0.00000000000000	26.15635311224194	-227.43661677258041
0.95219600000000	-12.41200249183192	-101.87662688491990	0.00000000000000	31.80927169606775	-224.33698564658209
0.95619700000000	-12.61948247336767	-88.14597604808731	0.00000000000000	24.58750710863610	-197.13101529934801
0.96019800000000	-12.77480621786890	-74.92854650348923	0.00000000000000	16.91762304925009	-170.87899918804291
0.96419900000000	-12.87376425815444	-63.12407782396032	0.00000000000000	10.07275943382064	-147.37316841129140
0.96819900000000	-12.91210072609347	-51.87326985921746	0.00000000000000	3.25133436025415	-124.89052906244029
0.97220000000000	-12.88588465420721	-40.93054542509662	0.00000000000000	3.74271418400804	-102.93854914924070
0.97620100000000	-12.79177749646093	-30.28226673640590	0.00000000000000	10.84676558037867	-81.49126080785024
0.98020200000000	-12.62731774529940	-19.95364202198970	0.00000000000000	17.96401412437864	-60.60360092116282
0.98420300000000	-12.39117563051703	-9.99309041434506	0.00000000000000	24.98274184439991	-40.38035992371434
0.98820300000000	-12.08322281526510	-0.54370118560648	0.00000000000000	31.67835134596109	-21.12038105109567
0.99220400000000	-11.70996053305972	5.63040995796276	0.00000000000000	34.16709271271598	-8.40962559026376
0.99620500000000	-11.28474281094063	7.74504481605407	0.00000000000000	31.04169677632559	-3.83991010394295
1.00021000000000	-10.81388442270896	10.67171586162138	0.00000000000000	29.17297512186008	2.39946626110753
1.00421000000000	-10.29348821278297	16.98257972760057	0.00000000000000	32.59040022220560	15.47716677893070
1.00821000000000	-9.72294438213449	24.13953783136765	0.00000000000000	37.76905715435613	30.25769789545511
1.01221000000000	-9.10924079622389	30.91075380058421	0.00000000000000	42.94016152714975	44.24129095155305
1.01621000000000	-8.46244140520856	37.00306939424466	0.00000000000000	47.68122144706643	56.82341464586942
1.02021000000000	-7.79354206839910	42.42634698374781	0.00000000000000	52.00162274729688	68.01363904985820
1.02421000000000	-7.11358346285042	47.19165419909655	0.00000000000000	55.89223238707670	77.82716146514501
1.02821000000000	-6.43316907291564	51.32121778641355	0.00000000000000	59.34102183885321	86.30497602714402
1.03221000000000	-5.76227452500323	54.84313307052606	0.00000000000000	62.33313016514573	93.50276703533039
1.03621000000000	-5.10968003970505	57.88029794149816	0.00000000000000	64.97665377683660	99.67027364761719
1.04021000000000	-4.48290635977371	60.39681384070695	0.00000000000000	67.15448699571843	104.73824832848599
1.04421000000000	-3.88818813196351	62.52157976915206	0.00000000000000	68.97492117062421	108.97208000244819
1.04822000000000	-3.33046714974624	63.89881821684188	0.00000000000000	69.85794696334132	111.66333930594421
1.05222000000000	-2.81525360555304	62.35517363849494	0.00000000000000	66.65984376502159	108.46067851408810
1.05622000000000	-2.34616923228164	58.96765722032872	0.00000000000000	61.06712477942744	101.54067031724909
1.06022000000000	-1.92289051747143	55.25807268527372	0.00000000000000	55.27071104113675	93.96656680324745
1.06422000000000	-1.54326585634125	51.66510219712796	0.00000000000000	49.86542092427256	86.62207855580118
1.06822000000000	-1.20455710445977	48.24635151082073	0.00000000000000	44.89584458456765	79.62546988126934
1.07222000000000	-0.90401443800435	44.96967736928974	0.00000000000000	40.30243173978633	72.91352343545198
1.07622000000000	-0.63904910160982	41.78508141243353	0.00000000000000	36.01597684449034	66.38649942767965
1.08022000000000	-0.40786974886412	38.49842550131754	0.00000000000000	31.82668363746733	59.65410791451566
1.08422000000000	-0.19789760486339	35.10139793487427	0.00000000000000	27.73474825841028	52.69958240155468
1.08822000000000	-0.02881066006414	36.26369442471880	0.00000000000000	28.08816808413995	54.94509531803855
1.09222000000000	0.11850673324142	34.97452642405084	0.00000000000000	26.14458482143366	52.24645082173612
1.09623000000000	0.24565505325959	31.86854176270043	0.00000000000000	22.70353276802753	45.88591780055777
1.10023000000000	0.34983531704186	29.44285496233501	0.00000000000000	20.01423313571434	40.90060544590053
1.10423000000000	0.43379270928065	27.50407515550866	0.00000000000000	17.85299718795580	36.90061225261248
1.10823000000000	0.49957098104878	25.85666346922849	0.00000000000000	16.02571521989830	33.49147513460409
1.11223000000000	0.54882778801457	24.38804522855262	0.00000000000000	14.41885989136941	30.44674004953672
1.11623000000000	0.58289763395826	23.03113888895760	0.00000000000000	12.97188902438819	27.63105228459814
1.12023000000000	0.60306620948601	21.83425432508648	0.00000000000000	11.70830334160715	25.14197489825898
